,Season,Team1_teamID,Team1_won,Team2_teamID,Team1_oppoFTperFG,Team1_oppo_3PAr,Team1_oppo_ASTpct,Team1_oppo_BLKpct,Team1_oppo_Drtg,Team1_oppo_FTr,Team1_oppo_ORBpct,Team1_oppo_Ortg,Team1_oppo_Pace,Team1_oppo_STLpct,Team1_oppo_TOVpct,Team1_oppo_TRBpct,Team1_oppo_TSpct,Team1_oppo_eFGpct,Team1_teamFTperFG,Team1_team_3PAr,Team1_team_ASTpct,Team1_team_BLKpct,Team1_team_Drtg,Team1_team_FTr,Team1_team_G,Team1_team_L,Team1_team_ORBpct,Team1_team_Ortg,Team1_team_Pace,Team1_team_STLpct,Team1_team_TOVpct,Team1_team_TRBpct,Team1_team_TSpct,Team1_team_W,Team1_team_W-Lpct,Team1_team_eFGpct,Team2_oppoFTperFG,Team2_oppo_3PAr,Team2_oppo_ASTpct,Team2_oppo_BLKpct,Team2_oppo_Drtg,Team2_oppo_FTr,Team2_oppo_ORBpct,Team2_oppo_Ortg,Team2_oppo_Pace,Team2_oppo_STLpct,Team2_oppo_TOVpct,Team2_oppo_TRBpct,Team2_oppo_TSpct,Team2_oppo_eFGpct,Team2_teamFTperFG,Team2_team_3PAr,Team2_team_ASTpct,Team2_team_BLKpct,Team2_team_Drtg,Team2_team_FTr,Team2_team_G,Team2_team_L,Team2_team_ORBpct,Team2_team_Ortg,Team2_team_Pace,Team2_team_STLpct,Team2_team_TOVpct,Team2_team_TRBpct,Team2_team_TSpct,Team2_team_W,Team2_team_W-Lpct,Team2_team_eFGpct,Team1_seed,Team2_seed,diff_oppo_3PAr,diff_oppo_ASTpct,diff_oppo_BLKpct,diff_oppo_Drtg,diff_oppo_FTr,diff_oppo_ORBpct,diff_oppo_Ortg,diff_oppo_Pace,diff_oppo_STLpct,diff_oppo_TOVpct,diff_oppo_TRBpct,diff_oppo_TSpct,diff_oppo_eFGpct,diff_teamFTperFG,diff_teamID,diff_team_3PAr,diff_team_ASTpct,diff_team_BLKpct,diff_team_Drtg,diff_team_FTr,diff_team_G,diff_team_L,diff_team_ORBpct,diff_team_Ortg,diff_team_Pace,diff_team_STLpct,diff_team_TOVpct,diff_team_TRBpct,diff_team_TSpct,diff_team_W,diff_team_W-Lpct,diff_team_eFGpct,diff_seed,ConfAbbrev_x_a_sun,ConfAbbrev_x_a_ten,ConfAbbrev_x_aac,ConfAbbrev_x_acc,ConfAbbrev_x_aec,ConfAbbrev_x_big_east,ConfAbbrev_x_big_sky,ConfAbbrev_x_big_south,ConfAbbrev_x_big_ten,ConfAbbrev_x_big_twelve,ConfAbbrev_x_big_west,ConfAbbrev_x_caa,ConfAbbrev_x_cusa,ConfAbbrev_x_horizon,ConfAbbrev_x_ivy,ConfAbbrev_x_maac,ConfAbbrev_x_mac,ConfAbbrev_x_meac,ConfAbbrev_x_mid_cont,ConfAbbrev_x_mvc,ConfAbbrev_x_mwc,ConfAbbrev_x_nec,ConfAbbrev_x_ovc,ConfAbbrev_x_pac_ten,ConfAbbrev_x_pac_twelve,ConfAbbrev_x_patriot,ConfAbbrev_x_sec,ConfAbbrev_x_southern,ConfAbbrev_x_southland,ConfAbbrev_x_summit,ConfAbbrev_x_sun_belt,ConfAbbrev_x_swac,ConfAbbrev_x_wac,ConfAbbrev_x_wcc,ConfAbbrev_y_a_sun,ConfAbbrev_y_a_ten,ConfAbbrev_y_aac,ConfAbbrev_y_acc,ConfAbbrev_y_aec,ConfAbbrev_y_big_east,ConfAbbrev_y_big_sky,ConfAbbrev_y_big_south,ConfAbbrev_y_big_ten,ConfAbbrev_y_big_twelve,ConfAbbrev_y_big_west,ConfAbbrev_y_caa,ConfAbbrev_y_cusa,ConfAbbrev_y_horizon,ConfAbbrev_y_ivy,ConfAbbrev_y_maac,ConfAbbrev_y_mac,ConfAbbrev_y_meac,ConfAbbrev_y_mid_cont,ConfAbbrev_y_mvc,ConfAbbrev_y_mwc,ConfAbbrev_y_nec,ConfAbbrev_y_ovc,ConfAbbrev_y_pac_ten,ConfAbbrev_y_pac_twelve,ConfAbbrev_y_patriot,ConfAbbrev_y_sec,ConfAbbrev_y_southern,ConfAbbrev_y_southland,ConfAbbrev_y_summit,ConfAbbrev_y_sun_belt,ConfAbbrev_y_swac,ConfAbbrev_y_wac,ConfAbbrev_y_wcc
2,2003.0,1112.0,1.0,1436.0,0.17338487023743787,0.3086692435118719,0.5855950334072527,0.05242566510172144,1.1191228843397596,0.2738818332413032,0.32164767747589834,0.9255239733051014,76.22285714285714,0.07814693495554516,0.22087037903603185,0.4594229035166817,0.4846642092606099,0.4563776918829376,0.2668478260869565,0.3054347826086957,0.5797057635869891,0.09424920127795527,0.9255239733051014,0.3804347826086957,28,3,0.3946146703806871,1.1191228843397596,76.32142857142857,0.11104655521403403,0.19398005847514807,0.5405770964833183,0.5554003724394786,25,0.8928571428571429,0.5149456521739131,0.19160926737633066,0.3894802755165936,0.5753350680263944,0.09052092228864217,1.0371435590402855,0.2861615529117095,0.271484375,0.9661529631868466,65.41655172413796,0.1083366640721964,0.19826661337484489,0.448377581120944,0.509154208933974,0.4774577332498435,0.2302469135802469,0.2771604938271605,0.5682507861884349,0.0882051282051282,0.9661529631868466,0.35,29,10,0.3722772277227723,1.0371435590402855,65.56827586206897,0.1048980538511818,0.21506736668986012,0.551622418879056,0.5258146650405461,19,0.6551724137931034,0.4916666666666666,1,16,-0.08081103200472167,0.010259965380858271,-0.03809525718692073,0.08197932529947405,-0.012279719670406308,0.05016330247589834,-0.04062898988174524,10.806305418719177,-0.030189729116651243,0.022603765661186964,0.011045322395737689,-0.024489999673364127,-0.02108004136690589,0.036600912506709604,-324.0,0.028274288781535206,0.011454977398554167,0.006044073072827075,-0.04062898988174524,0.0304347826086957,-1,-7,0.02233744265791482,0.08197932529947405,10.753152709359597,0.006148501362852235,-0.021087308214712053,-0.011045322395737744,0.029585707398932515,6,0.23768472906403948,0.023278985507246497,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2003.0,1436.0,0.0,1112.0,0.19160926737633066,0.3894802755165936,0.5753350680263944,0.09052092228864217,1.0371435590402855,0.2861615529117095,0.271484375,0.9661529631868466,65.41655172413796,0.1083366640721964,0.19826661337484489,0.448377581120944,0.509154208933974,0.4774577332498435,0.2302469135802469,0.2771604938271605,0.5682507861884349,0.0882051282051282,0.9661529631868466,0.35,29,10,0.3722772277227723,1.0371435590402855,65.56827586206897,0.1048980538511818,0.21506736668986012,0.551622418879056,0.5258146650405461,19,0.6551724137931034,0.4916666666666666,0.17338487023743787,0.3086692435118719,0.5855950334072527,0.05242566510172144,1.1191228843397596,0.2738818332413032,0.32164767747589834,0.9255239733051014,76.22285714285714,0.07814693495554516,0.22087037903603185,0.4594229035166817,0.4846642092606099,0.4563776918829376,0.2668478260869565,0.3054347826086957,0.5797057635869891,0.09424920127795527,0.9255239733051014,0.3804347826086957,28,3,0.3946146703806871,1.1191228843397596,76.32142857142857,0.11104655521403403,0.19398005847514807,0.5405770964833183,0.5554003724394786,25,0.8928571428571429,0.5149456521739131,16,1,0.08081103200472167,-0.010259965380858271,0.03809525718692073,-0.08197932529947405,0.012279719670406308,-0.05016330247589834,0.04062898988174524,-10.806305418719177,0.030189729116651243,-0.022603765661186964,-0.011045322395737689,0.024489999673364127,0.02108004136690589,-0.036600912506709604,324.0,-0.028274288781535206,-0.011454977398554167,-0.006044073072827075,0.04062898988174524,-0.0304347826086957,1,7,-0.02233744265791482,-0.08197932529947405,-10.753152709359597,-0.006148501362852235,0.021087308214712053,0.011045322395737744,-0.029585707398932515,-6,-0.23768472906403948,-0.023278985507246497,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,2003.0,1113.0,1.0,1272.0,0.2540272614622057,0.2856257744733581,0.5656997797967361,0.088715953307393,1.1072151550180922,0.3686493184634448,0.3206030150753769,0.9979415328175874,69.2,0.08728805056687068,0.22574495836259656,0.460261569416499,0.5347051924512208,0.4944237918215613,0.3084848484848485,0.2212121212121212,0.5723768252740121,0.10667823070251517,0.9979415328175874,0.4606060606060606,29,11,0.3997985901309164,1.1072151550180922,68.73793103448276,0.07524416982260315,0.2023121387283237,0.539738430583501,0.5550796210441443,18,0.6206896551724138,0.5133333333333333,0.2312276519666269,0.3164481525625745,0.5776429201212306,0.07944732297063903,1.067067060952248,0.3581644815256257,0.32223222322232226,0.9441499538801092,69.70482758620689,0.10424077148051536,0.2158920243459015,0.4729913753971857,0.4913922695166904,0.4532181168057211,0.24942528735632186,0.3344827586206897,0.6289437165980705,0.12816041848299914,0.9441499538801092,0.3816091954022989,29,6,0.3736263736263736,1.067067060952248,69.79862068965518,0.1058651258508786,0.19787873990818428,0.5270086246028144,0.5317002598220613,23,0.7931034482758621,0.496264367816092,10,7,-0.03082237808921645,-0.011943140324494506,0.009268630336753972,0.0401480940658443,0.010484836937819098,-0.0016292081469453379,0.0537915789374781,-0.5048275862068863,-0.016952720913644678,0.00985293401669507,-0.012729805980686737,0.04331292293453043,0.041205675015840215,0.059059561128526616,-159.0,-0.11327063740856852,-0.056566891324058344,-0.02148218778048397,0.0537915789374781,0.0789968652037617,0,5,0.026172216504542822,0.0401480940658443,-1.0606896551724248,-0.030620956028275442,0.004433398820139434,0.012729805980686626,0.02337936122208306,-5,-0.1724137931034483,0.017068965517241297,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2003.0,1272.0,0.0,1113.0,0.2312276519666269,0.3164481525625745,0.5776429201212306,0.07944732297063903,1.067067060952248,0.3581644815256257,0.32223222322232226,0.9441499538801092,69.70482758620689,0.10424077148051536,0.2158920243459015,0.4729913753971857,0.4913922695166904,0.4532181168057211,0.24942528735632186,0.3344827586206897,0.6289437165980705,0.12816041848299914,0.9441499538801092,0.3816091954022989,29,6,0.3736263736263736,1.067067060952248,69.79862068965518,0.1058651258508786,0.19787873990818428,0.5270086246028144,0.5317002598220613,23,0.7931034482758621,0.496264367816092,0.2540272614622057,0.2856257744733581,0.5656997797967361,0.088715953307393,1.1072151550180922,0.3686493184634448,0.3206030150753769,0.9979415328175874,69.2,0.08728805056687068,0.22574495836259656,0.460261569416499,0.5347051924512208,0.4944237918215613,0.3084848484848485,0.2212121212121212,0.5723768252740121,0.10667823070251517,0.9979415328175874,0.4606060606060606,29,11,0.3997985901309164,1.1072151550180922,68.73793103448276,0.07524416982260315,0.2023121387283237,0.539738430583501,0.5550796210441443,18,0.6206896551724138,0.5133333333333333,7,10,0.03082237808921645,0.011943140324494506,-0.009268630336753972,-0.0401480940658443,-0.010484836937819098,0.0016292081469453379,-0.0537915789374781,0.5048275862068863,0.016952720913644678,-0.00985293401669507,0.012729805980686737,-0.04331292293453043,-0.041205675015840215,-0.059059561128526616,159.0,0.11327063740856852,0.056566891324058344,0.02148218778048397,-0.0537915789374781,-0.0789968652037617,0,-5,-0.026172216504542822,-0.0401480940658443,1.0606896551724248,0.030620956028275442,-0.004433398820139434,-0.012729805980686626,-0.02337936122208306,5,0.1724137931034483,-0.017068965517241297,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,2003.0,1141.0,1.0,1166.0,0.26904761904761904,0.2398809523809524,0.4536707960516023,0.07142857142857142,1.109303733792856,0.37916666666666665,0.3446601941747573,1.024934443248881,71.42344827586207,0.11828891463885664,0.22499034376207025,0.4790450928381963,0.5417593405023772,0.4976190476190476,0.3658376963350785,0.3403141361256545,0.5844968585668662,0.0908379013312451,1.024934443248881,0.4777486910994764,29,6,0.3590643274853801,1.109303733792856,71.42068965517244,0.09945540921555754,0.2553976285195628,0.5209549071618037,0.622160934458144,23,0.7931034482758621,0.5700261780104712,0.21139101861993428,0.2584884994523549,0.5212259681310404,0.06967213114754098,1.1497939275412328,0.3017524644030668,0.3230088495575221,0.9389290319529888,68.68000000000002,0.09211755787098252,0.24814442622661803,0.487693710118505,0.5131886832588811,0.4756297918948522,0.24156118143459915,0.35654008438818563,0.5792072020084298,0.1085672082717873,0.9389290319529888,0.34862869198312235,33,4,0.337406015037594,1.1497939275412328,68.75272727272727,0.12221810416335747,0.19457828135754748,0.512306289881495,0.5978946790803168,29,0.8787878787878788,0.5688291139240507,11,6,-0.018607547071402525,-0.06755517207943806,0.001756440281030447,-0.04049019374837681,0.07741420226359985,0.02165134461723517,0.08600541129589212,2.7434482758620504,0.026171356767874118,-0.02315408246454778,-0.00864861728030869,0.028570657243496056,0.02198925572419541,0.12427651490047936,-25.0,-0.016225948262531154,0.005289656558436384,-0.0177293069405422,0.08600541129589212,0.12911999911635402,-4,2,0.0216583124477861,-0.04049019374837681,2.667962382445168,-0.022762694947799936,0.06081934716201534,0.008648617280308746,0.02426625537782723,-6,-0.08568443051201668,0.0011970640864205073,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2003.0,1166.0,0.0,1141.0,0.21139101861993428,0.2584884994523549,0.5212259681310404,0.06967213114754098,1.1497939275412328,0.3017524644030668,0.3230088495575221,0.9389290319529888,68.68000000000002,0.09211755787098252,0.24814442622661803,0.487693710118505,0.5131886832588811,0.4756297918948522,0.24156118143459915,0.35654008438818563,0.5792072020084298,0.1085672082717873,0.9389290319529888,0.34862869198312235,33,4,0.337406015037594,1.1497939275412328,68.75272727272727,0.12221810416335747,0.19457828135754748,0.512306289881495,0.5978946790803168,29,0.8787878787878788,0.5688291139240507,0.26904761904761904,0.2398809523809524,0.4536707960516023,0.07142857142857142,1.109303733792856,0.37916666666666665,0.3446601941747573,1.024934443248881,71.42344827586207,0.11828891463885664,0.22499034376207025,0.4790450928381963,0.5417593405023772,0.4976190476190476,0.3658376963350785,0.3403141361256545,0.5844968585668662,0.0908379013312451,1.024934443248881,0.4777486910994764,29,6,0.3590643274853801,1.109303733792856,71.42068965517244,0.09945540921555754,0.2553976285195628,0.5209549071618037,0.622160934458144,23,0.7931034482758621,0.5700261780104712,6,11,0.018607547071402525,0.06755517207943806,-0.001756440281030447,0.04049019374837681,-0.07741420226359985,-0.02165134461723517,-0.08600541129589212,-2.7434482758620504,-0.026171356767874118,0.02315408246454778,0.00864861728030869,-0.028570657243496056,-0.02198925572419541,-0.12427651490047936,25.0,0.016225948262531154,-0.005289656558436384,0.0177293069405422,-0.08600541129589212,-0.12911999911635402,4,-2,-0.0216583124477861,0.04049019374837681,-2.667962382445168,0.022762694947799936,-0.06081934716201534,-0.008648617280308746,-0.02426625537782723,6,0.08568443051201668,-0.0011970640864205073,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2003.0,1143.0,1.0,1301.0,0.20234604105571846,0.3648093841642229,0.6311799744977038,0.06038047973531845,1.0627308012968997,0.2967741935483871,0.3142580019398642,0.9960681540830304,70.22896551724138,0.08443624082001336,0.21256332718061505,0.4896245059288538,0.524734909007906,0.4920821114369501,0.22783323546682324,0.2900763358778626,0.5819988967895507,0.07479224376731301,0.9960681540830304,0.33235466823253085,29,8,0.3282980866062437,1.0627308012968997,70.24275862068966,0.09329091051928666,0.20180296959698327,0.5103754940711462,0.5532673510788714,21,0.7241379310344828,0.5202583675866118,0.28983688833124216,0.3199498117942284,0.540591276544175,0.0918918918918919,1.083541823760659,0.3989962358845671,0.323439099283521,1.0218653600834322,66.56133333333334,0.111268561392304,0.2190443876736388,0.5015690376569037,0.544336763010716,0.4949811794228357,0.295625,0.421875,0.5986655737886739,0.08487084870848709,1.0218653600834322,0.38375,30,12,0.3122994652406417,1.083541823760659,66.80533333333334,0.11668436129083952,0.213337072574668,0.4984309623430962,0.5806989776275826,18,0.6,0.5309375,8,9,0.04485957236999455,0.09058869795352875,-0.031511412156573444,-0.020811022463759432,-0.10222204233618004,-0.009181097343656797,-0.025797206000401807,3.66763218390804,-0.02683232057229064,-0.006481060493023744,-0.011944531728049934,-0.019601854002810004,-0.0028990679858856283,-0.06779176453317678,-158.0,-0.13179866412213742,-0.016666676999123164,-0.010078604941174074,-0.025797206000401807,-0.05139533176746913,-1,-4,0.015998621365601984,-0.020811022463759432,3.4374252873563194,-0.02339345077155286,-0.01153410297768473,0.011944531728050045,-0.02743162654871123,3,0.12413793103448278,-0.010679132413388137,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2003.0,1301.0,0.0,1143.0,0.28983688833124216,0.3199498117942284,0.540591276544175,0.0918918918918919,1.083541823760659,0.3989962358845671,0.323439099283521,1.0218653600834322,66.56133333333334,0.111268561392304,0.2190443876736388,0.5015690376569037,0.544336763010716,0.4949811794228357,0.295625,0.421875,0.5986655737886739,0.08487084870848709,1.0218653600834322,0.38375,30,12,0.3122994652406417,1.083541823760659,66.80533333333334,0.11668436129083952,0.213337072574668,0.4984309623430962,0.5806989776275826,18,0.6,0.5309375,0.20234604105571846,0.3648093841642229,0.6311799744977038,0.06038047973531845,1.0627308012968997,0.2967741935483871,0.3142580019398642,0.9960681540830304,70.22896551724138,0.08443624082001336,0.21256332718061505,0.4896245059288538,0.524734909007906,0.4920821114369501,0.22783323546682324,0.2900763358778626,0.5819988967895507,0.07479224376731301,0.9960681540830304,0.33235466823253085,29,8,0.3282980866062437,1.0627308012968997,70.24275862068966,0.09329091051928666,0.20180296959698327,0.5103754940711462,0.5532673510788714,21,0.7241379310344828,0.5202583675866118,9,8,-0.04485957236999455,-0.09058869795352875,0.031511412156573444,0.020811022463759432,0.10222204233618004,0.009181097343656797,0.025797206000401807,-3.66763218390804,0.02683232057229064,0.006481060493023744,0.011944531728049934,0.019601854002810004,0.0028990679858856283,0.06779176453317678,158.0,0.13179866412213742,0.016666676999123164,0.010078604941174074,0.025797206000401807,0.05139533176746913,1,4,-0.015998621365601984,0.020811022463759432,-3.4374252873563194,0.02339345077155286,0.01153410297768473,-0.011944531728050045,0.02743162654871123,-3,-0.12413793103448278,0.010679132413388137,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,2003.0,1163.0,1.0,1140.0,0.2330443651198368,0.30800611932687405,0.5449699985487108,0.08888888888888889,1.093348128709004,0.3212646608873024,0.3546646106399383,0.9839953296878678,72.64,0.1069118023319566,0.1832121057056179,0.4633123689727464,0.4785095165758199,0.4296277409484957,0.2395498392282958,0.2524115755627009,0.5278694504525829,0.1709653647752395,0.9839953296878678,0.3553054662379421,30,9,0.4071691176470588,1.093348128709004,72.95733333333331,0.08168135095447872,0.21751101321585906,0.5366876310272537,0.5563743210425819,21,0.7,0.5235798499464094,0.3266205160478288,0.3165512901195721,0.5092768095280249,0.06336088154269973,1.1213853026132563,0.4581497797356828,0.29907407407407405,0.9669557768849129,65.65548387096774,0.08467990994042518,0.22365458566618185,0.4645129711209006,0.5169379674439067,0.4578351164254248,0.35494021397105097,0.3146633102580239,0.5566422719187646,0.0718232044198895,0.9669557768849129,0.4713656387665198,31,8,0.34994807892004154,1.1213853026132563,64.76,0.10563449482145312,0.2093036967159955,0.5354870288790994,0.5853348344591778,23,0.7419354838709677,0.5292636878539962,5,12,-0.008545170792698065,0.035693189020685856,0.025528007346189166,-0.0280371739042522,-0.13688511884838045,0.05559053656586427,0.017039552802954994,6.984516129032258,0.02223189239153142,-0.04044247996056394,-0.0012006021481542062,-0.03842845086808683,-0.028207375476929086,-0.11539037474275515,23.0,-0.062251734695323024,-0.028772821466181653,0.09914216035534999,0.017039552802954994,-0.1160601725285777,-1,1,0.05722103872701728,-0.0280371739042522,8.197333333333304,-0.023953143866974405,0.00820731649986356,0.0012006021481543172,-0.02896051341659589,-2,-0.041935483870967794,-0.005683837907586864,-7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2003.0,1140.0,0.0,1163.0,0.3266205160478288,0.3165512901195721,0.5092768095280249,0.06336088154269973,1.1213853026132563,0.4581497797356828,0.29907407407407405,0.9669557768849129,65.65548387096774,0.08467990994042518,0.22365458566618185,0.4645129711209006,0.5169379674439067,0.4578351164254248,0.35494021397105097,0.3146633102580239,0.5566422719187646,0.0718232044198895,0.9669557768849129,0.4713656387665198,31,8,0.34994807892004154,1.1213853026132563,64.76,0.10563449482145312,0.2093036967159955,0.5354870288790994,0.5853348344591778,23,0.7419354838709677,0.5292636878539962,0.2330443651198368,0.30800611932687405,0.5449699985487108,0.08888888888888889,1.093348128709004,0.3212646608873024,0.3546646106399383,0.9839953296878678,72.64,0.1069118023319566,0.1832121057056179,0.4633123689727464,0.4785095165758199,0.4296277409484957,0.2395498392282958,0.2524115755627009,0.5278694504525829,0.1709653647752395,0.9839953296878678,0.3553054662379421,30,9,0.4071691176470588,1.093348128709004,72.95733333333331,0.08168135095447872,0.21751101321585906,0.5366876310272537,0.5563743210425819,21,0.7,0.5235798499464094,12,5,0.008545170792698065,-0.035693189020685856,-0.025528007346189166,0.0280371739042522,0.13688511884838045,-0.05559053656586427,-0.017039552802954994,-6.984516129032258,-0.02223189239153142,0.04044247996056394,0.0012006021481542062,0.03842845086808683,0.028207375476929086,0.11539037474275515,-23.0,0.062251734695323024,0.028772821466181653,-0.09914216035534999,-0.017039552802954994,0.1160601725285777,1,-1,-0.05722103872701728,0.0280371739042522,-8.197333333333304,0.023953143866974405,-0.00820731649986356,-0.0012006021481543172,0.02896051341659589,2,0.041935483870967794,0.005683837907586864,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
